Train-epoch 0. Iteration 00100, Avg-Loss: 2.4165, Accuracy: 0.1000
Train-epoch 13. Iteration 00500, Avg-Loss: 2.3586, Accuracy: 0.1440
Train-epoch 13. Iteration 00600, Avg-Loss: 2.3658, Accuracy: 0.1350
Train-epoch 13. Iteration 00700, Avg-Loss: 2.3674, Accuracy: 0.1343
Train-epoch 13. Iteration 00800, Avg-Loss: 2.3708, Accuracy: 0.1288
Train-epoch 13. Iteration 00900, Avg-Loss: 2.3726, Accuracy: 0.1233
Validation-epoch 13. Iteration 00387, Avg-Loss: 2.1723, Accuracy: 0.2953
Train-epoch 14. Iteration 00100, Avg-Loss: 2.4066, Accuracy: 0.0900
Train-epoch 14. Iteration 00200, Avg-Loss: 2.3569, Accuracy: 0.1300
Train-epoch 14. Iteration 00300, Avg-Loss: 2.3676, Accuracy: 0.1233
Train-epoch 14. Iteration 00400, Avg-Loss: 2.3757, Accuracy: 0.1150
Train-epoch 14. Iteration 00500, Avg-Loss: 2.3738, Accuracy: 0.1140
Train-epoch 14. Iteration 00600, Avg-Loss: 2.3608, Accuracy: 0.1183
Train-epoch 14. Iteration 00700, Avg-Loss: 2.3642, Accuracy: 0.1129
Train-epoch 14. Iteration 00800, Avg-Loss: 2.3645, Accuracy: 0.1100
Train-epoch 14. Iteration 00900, Avg-Loss: 2.3618, Accuracy: 0.1167
Validation-epoch 14. Iteration 00387, Avg-Loss: 2.2298, Accuracy: 0.2539
3191.542804479599
