in-epoch 0. Iteration 00100, Avg-Loss: 2.3934, Accuracy: 0.0800
Train-epoch 9. Iteration 00600, Avg-Loss: 2.2727, Accuracy: 0.1533
Train-epoch 9. Iteration 00700, Avg-Loss: 2.2713, Accuracy: 0.1571
Train-epoch 9. Iteration 00800, Avg-Loss: 2.2721, Accuracy: 0.1562
Train-epoch 9. Iteration 00900, Avg-Loss: 2.2752, Accuracy: 0.1511
Validation-epoch 9. Iteration 00387, Avg-Loss: 2.0247, Accuracy: 0.3886
Train-epoch 10. Iteration 00100, Avg-Loss: 2.2512, Accuracy: 0.1600
Train-epoch 10. Iteration 00200, Avg-Loss: 2.2404, Accuracy: 0.1750
Train-epoch 10. Iteration 00300, Avg-Loss: 2.2396, Accuracy: 0.1700
Train-epoch 10. Iteration 00400, Avg-Loss: 2.2349, Accuracy: 0.1700
Train-epoch 10. Iteration 00500, Avg-Loss: 2.2408, Accuracy: 0.1600
Train-epoch 10. Iteration 00600, Avg-Loss: 2.2411, Accuracy: 0.1617
Train-epoch 10. Iteration 00700, Avg-Loss: 2.2410, Accuracy: 0.1671
Train-epoch 10. Iteration 00800, Avg-Loss: 2.2384, Accuracy: 0.1713
Train-epoch 10. Iteration 00900, Avg-Loss: 2.2359, Accuracy: 0.1711
Validation-epoch 10. Iteration 00387, Avg-Loss: 2.0468, Accuracy: 0.2539
Train-epoch 11. Iteration 00100, Avg-Loss: 2.2234, Accuracy: 0.1800
Train-epoch 11. Iteration 00200, Avg-Loss: 2.2066, Accuracy: 0.1800
Train-epoch 11. Iteration 00300, Avg-Loss: 2.2058, Accuracy: 0.1800
Train-epoch 11. Iteration 00400, Avg-Loss: 2.2080, Accuracy: 0.1775
Train-epoch 11. Iteration 00500, Avg-Loss: 2.2066, Accuracy: 0.1800
Train-epoch 11. Iteration 00600, Avg-Loss: 2.2032, Accuracy: 0.1800
Train-epoch 11. Iteration 00700, Avg-Loss: 2.1967, Accuracy: 0.1871
Train-epoch 11. Iteration 00800, Avg-Loss: 2.1897, Accuracy: 0.1938
Train-epoch 11. Iteration 00900, Avg-Loss: 2.1881, Accuracy: 0.1933
Validation-epoch 11. Iteration 00387, Avg-Loss: 1.8767, Accuracy: 0.3446
Train-epoch 12. Iteration 00100, Avg-Loss: 2.1831, Accuracy: 0.1700
Train-epoch 12. Iteration 00200, Avg-Loss: 2.1680, Accuracy: 0.1850
Train-epoch 12. Iteration 00300, Avg-Loss: 2.1498, Accuracy: 0.2167
Train-epoch 12. Iteration 00400, Avg-Loss: 2.1472, Accuracy: 0.2325
Train-epoch 12. Iteration 00500, Avg-Loss: 2.1428, Accuracy: 0.2320
Train-epoch 12. Iteration 00600, Avg-Loss: 2.1381, Accuracy: 0.2333
Train-epoch 12. Iteration 00700, Avg-Loss: 2.1454, Accuracy: 0.2271
Train-epoch 12. Iteration 00800, Avg-Loss: 2.1460, Accuracy: 0.2250
Train-epoch 12. Iteration 00900, Avg-Loss: 2.1409, Accuracy: 0.2244
Validation-epoch 12. Iteration 00387, Avg-Loss: 1.8306, Accuracy: 0.3756
Train-epoch 13. Iteration 00100, Avg-Loss: 2.1247, Accuracy: 0.2200
Train-epoch 13. Iteration 00200, Avg-Loss: 2.1044, Accuracy: 0.2700
Train-epoch 13. Iteration 00300, Avg-Loss: 2.1119, Accuracy: 0.2633
Train-epoch 13. Iteration 00400, Avg-Loss: 2.1141, Accuracy: 0.2650
Train-epoch 13. Iteration 00500, Avg-Loss: 2.0988, Accuracy: 0.2680
Train-epoch 13. Iteration 00600, Avg-Loss: 2.1035, Accuracy: 0.2667
Train-epoch 13. Iteration 00700, Avg-Loss: 2.1045, Accuracy: 0.2600
Train-epoch 13. Iteration 00800, Avg-Loss: 2.1033, Accuracy: 0.2537
Train-epoch 13. Iteration 00900, Avg-Loss: 2.0985, Accuracy: 0.2556
Validation-epoch 13. Iteration 00387, Avg-Loss: 1.9478, Accuracy: 0.3083
Train-epoch 14. Iteration 00100, Avg-Loss: 2.0341, Accuracy: 0.2500
Train-epoch 14. Iteration 00200, Avg-Loss: 2.0463, Accuracy: 0.2700
Train-epoch 14. Iteration 00300, Avg-Loss: 2.0507, Accuracy: 0.2733
Train-epoch 14. Iteration 00400, Avg-Loss: 2.0502, Accuracy: 0.2625
Train-epoch 14. Iteration 00500, Avg-Loss: 2.0449, Accuracy: 0.2800
Train-epoch 14. Iteration 00600, Avg-Loss: 2.0298, Accuracy: 0.2900
Train-epoch 14. Iteration 00700, Avg-Loss: 2.0205, Accuracy: 0.3029
Train-epoch 14. Iteration 00800, Avg-Loss: 2.0159, Accuracy: 0.3013
Train-epoch 14. Iteration 00900, Avg-Loss: 2.0153, Accuracy: 0.3011
Validation-epoch 14. Iteration 00387, Avg-Loss: 2.2649, Accuracy: 0.2617
Train-epoch 15. Iteration 00100, Avg-Loss: 1.9957, Accuracy: 0.2900
Train-epoch 15. Iteration 00200, Avg-Loss: 1.9929, Accuracy: 0.3000
Train-epoch 15. Iteration 00300, Avg-Loss: 1.9898, Accuracy: 0.2967
Train-epoch 15. Iteration 00400, Avg-Loss: 1.9627, Accuracy: 0.3225
Train-epoch 15. Iteration 00500, Avg-Loss: 1.9653, Accuracy: 0.3100
Train-epoch 15. Iteration 00600, Avg-Loss: 1.9584, Accuracy: 0.3233
Train-epoch 15. Iteration 00700, Avg-Loss: 1.9526, Accuracy: 0.3300
Train-epoch 15. Iteration 00800, Avg-Loss: 1.9447, Accuracy: 0.3312
Train-epoch 15. Iteration 00900, Avg-Loss: 1.9437, Accuracy: 0.3333
Validation-epoch 15. Iteration 00387, Avg-Loss: 2.4550, Accuracy: 0.2539
Train-epoch 16. Iteration 00100, Avg-Loss: 1.9258, Accuracy: 0.3200
Train-epoch 16. Iteration 00200, Avg-Loss: 1.9129, Accuracy: 0.3300
Train-epoch 16. Iteration 00300, Avg-Loss: 1.9077, Accuracy: 0.3433
Train-epoch 16. Iteration 00400, Avg-Loss: 1.8843, Accuracy: 0.3575
Train-epoch 16. Iteration 00500, Avg-Loss: 1.8566, Accuracy: 0.3640
Train-epoch 16. Iteration 00600, Avg-Loss: 1.8615, Accuracy: 0.3533
Train-epoch 16. Iteration 00700, Avg-Loss: 1.8485, Accuracy: 0.3743
Train-epoch 16. Iteration 00800, Avg-Loss: 1.8381, Accuracy: 0.3725
Train-epoch 16. Iteration 00900, Avg-Loss: 1.8304, Accuracy: 0.3722
Validation-epoch 16. Iteration 00387, Avg-Loss: 2.4667, Accuracy: 0.0984
Train-epoch 17. Iteration 00100, Avg-Loss: 1.7539, Accuracy: 0.3500
Train-epoch 17. Iteration 00200, Avg-Loss: 1.7427, Accuracy: 0.3900
Train-epoch 17. Iteration 00300, Avg-Loss: 1.7636, Accuracy: 0.3800
Train-epoch 17. Iteration 00400, Avg-Loss: 1.7667, Accuracy: 0.3850
Train-epoch 17. Iteration 00500, Avg-Loss: 1.7581, Accuracy: 0.3820
Train-epoch 17. Iteration 00600, Avg-Loss: 1.7457, Accuracy: 0.3867
Train-epoch 17. Iteration 00700, Avg-Loss: 1.7489, Accuracy: 0.3857
Train-epoch 17. Iteration 00800, Avg-Loss: 1.7422, Accuracy: 0.3975
Train-epoch 17. Iteration 00900, Avg-Loss: 1.7444, Accuracy: 0.4011
Validation-epoch 17. Iteration 00387, Avg-Loss: 3.3134, Accuracy: 0.2280
Train-epoch 18. Iteration 00100, Avg-Loss: 1.6968, Accuracy: 0.4600
Train-epoch 18. Iteration 00200, Avg-Loss: 1.6912, Accuracy: 0.4800
Train-epoch 18. Iteration 00300, Avg-Loss: 1.6868, Accuracy: 0.4700
Train-epoch 18. Iteration 00400, Avg-Loss: 1.6822, Accuracy: 0.4700
Train-epoch 18. Iteration 00500, Avg-Loss: 1.6798, Accuracy: 0.4580
Train-epoch 18. Iteration 00600, Avg-Loss: 1.6708, Accuracy: 0.4633
Train-epoch 18. Iteration 00700, Avg-Loss: 1.6711, Accuracy: 0.4657
Train-epoch 18. Iteration 00800, Avg-Loss: 1.6523, Accuracy: 0.4788
Train-epoch 18. Iteration 00900, Avg-Loss: 1.6515, Accuracy: 0.4700
Validation-epoch 18. Iteration 00387, Avg-Loss: 2.7881, Accuracy: 0.0881
Train-epoch 19. Iteration 00100, Avg-Loss: 1.5443, Accuracy: 0.5200
Train-epoch 19. Iteration 00200, Avg-Loss: 1.5336, Accuracy: 0.5250
Train-epoch 19. Iteration 00300, Avg-Loss: 1.5257, Accuracy: 0.5267
Train-epoch 19. Iteration 00400, Avg-Loss: 1.5370, Accuracy: 0.5125
Train-epoch 19. Iteration 00500, Avg-Loss: 1.5443, Accuracy: 0.5080
Train-epoch 19. Iteration 00600, Avg-Loss: 1.5466, Accuracy: 0.5133
Train-epoch 19. Iteration 00700, Avg-Loss: 1.5475, Accuracy: 0.5114
Train-epoch 19. Iteration 00800, Avg-Loss: 1.5521, Accuracy: 0.5150
Train-epoch 19. Iteration 00900, Avg-Loss: 1.5537, Accuracy: 0.5200
Validation-epoch 19. Iteration 00387, Avg-Loss: 2.7410, Accuracy: 0.2202
