in-epoch 0. Iteration 00100, Avg-Loss: 2.4244, Accuracy: 0.0800
Train-epoch 8. Iteration 00800, Avg-Loss: 2.0353, Accuracy: 0.3000
Train-epoch 8. Iteration 00900, Avg-Loss: 2.0329, Accuracy: 0.3044
Validation-epoch 8. Iteration 00387, Avg-Loss: 2.2275, Accuracy: 0.1710
Train-epoch 9. Iteration 00100, Avg-Loss: 1.9745, Accuracy: 0.3900
Train-epoch 9. Iteration 00200, Avg-Loss: 1.9614, Accuracy: 0.3450
Train-epoch 9. Iteration 00300, Avg-Loss: 1.9537, Accuracy: 0.3333
Train-epoch 9. Iteration 00400, Avg-Loss: 1.9531, Accuracy: 0.3275
Train-epoch 9. Iteration 00500, Avg-Loss: 1.9520, Accuracy: 0.3300
Train-epoch 9. Iteration 00600, Avg-Loss: 1.9552, Accuracy: 0.3383
Train-epoch 9. Iteration 00700, Avg-Loss: 1.9533, Accuracy: 0.3429
Train-epoch 9. Iteration 00800, Avg-Loss: 1.9530, Accuracy: 0.3412
Train-epoch 9. Iteration 00900, Avg-Loss: 1.9551, Accuracy: 0.3411
Validation-epoch 9. Iteration 00387, Avg-Loss: 2.1638, Accuracy: 0.2409
Train-epoch 10. Iteration 00100, Avg-Loss: 1.8737, Accuracy: 0.4000
Train-epoch 10. Iteration 00200, Avg-Loss: 1.9033, Accuracy: 0.4400
Train-epoch 10. Iteration 00300, Avg-Loss: 1.8990, Accuracy: 0.4467
Train-epoch 10. Iteration 00400, Avg-Loss: 1.9033, Accuracy: 0.4200
Train-epoch 10. Iteration 00500, Avg-Loss: 1.9028, Accuracy: 0.4120
Train-epoch 10. Iteration 00600, Avg-Loss: 1.8988, Accuracy: 0.4150
Train-epoch 10. Iteration 00700, Avg-Loss: 1.8933, Accuracy: 0.4143
Train-epoch 10. Iteration 00800, Avg-Loss: 1.8915, Accuracy: 0.4113
Train-epoch 10. Iteration 00900, Avg-Loss: 1.8927, Accuracy: 0.4122
Validation-epoch 10. Iteration 00387, Avg-Loss: 2.3388, Accuracy: 0.1891
Train-epoch 11. Iteration 00100, Avg-Loss: 1.8208, Accuracy: 0.4000
Train-epoch 11. Iteration 00200, Avg-Loss: 1.8028, Accuracy: 0.4250
Train-epoch 11. Iteration 00300, Avg-Loss: 1.7984, Accuracy: 0.4333
Train-epoch 11. Iteration 00400, Avg-Loss: 1.8125, Accuracy: 0.4425
Train-epoch 11. Iteration 00500, Avg-Loss: 1.8161, Accuracy: 0.4500
Train-epoch 11. Iteration 00600, Avg-Loss: 1.8189, Accuracy: 0.4667
Train-epoch 11. Iteration 00700, Avg-Loss: 1.8156, Accuracy: 0.4686
Train-epoch 11. Iteration 00800, Avg-Loss: 1.8141, Accuracy: 0.4625
Train-epoch 11. Iteration 00900, Avg-Loss: 1.8163, Accuracy: 0.4722
Validation-epoch 11. Iteration 00387, Avg-Loss: 2.2888, Accuracy: 0.1762
Train-epoch 12. Iteration 00100, Avg-Loss: 1.7283, Accuracy: 0.6000
Train-epoch 12. Iteration 00200, Avg-Loss: 1.7330, Accuracy: 0.5950
Train-epoch 12. Iteration 00300, Avg-Loss: 1.7493, Accuracy: 0.5600
Train-epoch 12. Iteration 00400, Avg-Loss: 1.7545, Accuracy: 0.5950
Train-epoch 12. Iteration 00500, Avg-Loss: 1.7542, Accuracy: 0.5820
Train-epoch 12. Iteration 00600, Avg-Loss: 1.7455, Accuracy: 0.6000
Train-epoch 12. Iteration 00700, Avg-Loss: 1.7418, Accuracy: 0.5971
Train-epoch 12. Iteration 00800, Avg-Loss: 1.7385, Accuracy: 0.5850
Train-epoch 12. Iteration 00900, Avg-Loss: 1.7365, Accuracy: 0.5922
Validation-epoch 12. Iteration 00387, Avg-Loss: 2.1680, Accuracy: 0.2539
Train-epoch 13. Iteration 00100, Avg-Loss: 1.6771, Accuracy: 0.7100
Train-epoch 13. Iteration 00200, Avg-Loss: 1.6621, Accuracy: 0.7000
Train-epoch 13. Iteration 00300, Avg-Loss: 1.6663, Accuracy: 0.6933
Train-epoch 13. Iteration 00400, Avg-Loss: 1.6599, Accuracy: 0.6725
Train-epoch 13. Iteration 00500, Avg-Loss: 1.6587, Accuracy: 0.6680
Train-epoch 13. Iteration 00600, Avg-Loss: 1.6535, Accuracy: 0.6650
Train-epoch 13. Iteration 00700, Avg-Loss: 1.6503, Accuracy: 0.6600
Train-epoch 13. Iteration 00800, Avg-Loss: 1.6484, Accuracy: 0.6538
Train-epoch 13. Iteration 00900, Avg-Loss: 1.6452, Accuracy: 0.6611
Validation-epoch 13. Iteration 00387, Avg-Loss: 2.2278, Accuracy: 0.2461
Train-epoch 14. Iteration 00100, Avg-Loss: 1.5388, Accuracy: 0.8000
Train-epoch 14. Iteration 00200, Avg-Loss: 1.5597, Accuracy: 0.7850
Train-epoch 14. Iteration 00300, Avg-Loss: 1.5693, Accuracy: 0.7600
Train-epoch 14. Iteration 00400, Avg-Loss: 1.5726, Accuracy: 0.7650
Train-epoch 14. Iteration 00500, Avg-Loss: 1.5725, Accuracy: 0.7600
Train-epoch 14. Iteration 00600, Avg-Loss: 1.5702, Accuracy: 0.7533
Train-epoch 14. Iteration 00700, Avg-Loss: 1.5663, Accuracy: 0.7557
Train-epoch 14. Iteration 00800, Avg-Loss: 1.5616, Accuracy: 0.7588
Train-epoch 14. Iteration 00900, Avg-Loss: 1.5582, Accuracy: 0.7533
Validation-epoch 14. Iteration 00387, Avg-Loss: 2.2783, Accuracy: 0.2591

